181,śnieg
111,kolor
79,czarny
43,kruk
34,dom
28,miś
26,obrus
22,PUSTE
17,koń
17,ser
15,kieł
15,orzeł
13,dzień
11,papier
10,kot
10,puch
9,jasny
9,snieg
7,jeleń
7,proszek
6,mleko
6,niewinność
5,chleb
5,czystość
4,chmura
4,czysty
4,dym
4,kołnierzyk
4,kwiat
4,niedźwiedź
4,pies
3,bałwan
3,człowiek
3,gołąb
3,kościół
3,łabądź
3,mężczyzna
3,mis
3,ściana
3,welon
3,ząb
2,anioł
2,barwa
2,czrany
2,dzien
2,ekran
2,flaga
2,kapelusz
2,koc
2,krzyż
2,księżyc
2,niewinny
2,pokój
2,prądnik
2,ptak
2,rumak
2,szkwał
2,śniegh
2,wilk
1,amfetamina
1,ankieta
1,arkusz
1,bałwam
1,banan
1,bez
1,chmury
1,ciemny
1,cukier
1,czarna
1,czerwony
1,czrny
1,"czysta kartka papieru"
1,czystosć
1,d
1,dalmatyńczyk
1,dfgabsfdg
1,dobry
1,dok
1,drink
1,duch
1,fartuch
1,frugo
1,goląb
1,graf
1,janość
1,jasno
1,jednorożec
1,jelen
1,jeździec
1,joker
1,kamień
1,kapeć
1,karta
1,kartka
1,kartofel
1,kiel
1,koć
1,kogut
1,kolorowy
1,kon
1,kościoł
1,kreda
1,królik
1,krul
1,krzyk
1,liceum
1,łabędź
1,ładny
1,marmur
1,mędrzec
1,misiu
1,mudżyn
1,murzyn
1,napis
1,nekromanta
1,nic
1,niedzwiedz
1,nieokreślony
1,nieśmiały
1,niewinnośc
1,niewonność
1,nijaki
1,obłok
1,obraz
1,orzech
1,orzel
1,owad
1,papież
1,pas
1,pegaz
1,plama
1,płot
1,prochowiec
1,prześcieradło
1,pustka
1,pusty
1,pył
1,rycerz
1,samochód
1,sciana
1,sdfsdfsdf
1,słoń
1,słub
1,stół
1,styropian
1,sufit
1,"suknia ślubna"
1,szal
1,szczęśliwy
1,szczur
1,szlachetny
1,ślób
1,ślub
1,świt
1,tło
1,trololol
1,tygrys
1,vanish
1,wianek
1,woalka
1,znak
1,żałoba
1,żółty
